n.sampling,p.sampling,surface.ha,date.sampling,date.analysis,flow.condition,temperature,pH,conductivity,O2,TP,TDP,SRP,DOC,DIC,abs254nm,SUVA254nm,aromaticiy,fluoride,chloride,nitrite,sulfate,bromide,nitrate
5,P27,1390,04/05/2018,05/05/2018,,10.9,6.64,265.0,10.5,0.11,0.071,0.059,4.9,6.3,0.159,3.26,24.91,0.1,31.15,0.23,10.44,0.12,41.12
5,P28,2363,04/05/2018,05/05/2018,,12.5,6.67,180.6,10.27,0.099,0.061,0.048,9.6,5.2,0.317,3.32,25.25,0.07,26.46,0.15,10.2,0.1,10.97
5,P29,156,04/05/2018,05/05/2018,,11.3,6.64,161.7,10.58,0.045,0.022,0.017,9.8,2.6,0.37,3.76,28.12,0.07,22.33,,10.66,0.1,14.41
5,P1sup,3484,04/05/2018,05/05/2018,,10.1,6.69,242.0,11.09,0.04,0.024,0.018,5.2,5.5,0.18,3.47,26.23,0.07,27.97,0.13,14.32,0.12,32.37
5,P2sup,8951,04/05/2018,05/05/2018,,11.1,6.65,257.0,10.33,0.082,0.046,0.035,7.3,9.5,0.263,3.62,27.23,0.11,31.02,0.2,14.43,0.11,18.19
5,P3sup,25540,04/05/2018,05/05/2018,,11.2,6.67,258.0,10.74,0.069,0.034,0.022,6.3,6.7,0.22,3.47,26.26,0.09,29.69,0.15,12.41,0.11,34.46
5,YV2,30025,04/05/2018,05/05/2018,,12.5,6.63,250.0,10.43,0.062,0.039,0.024,6.4,6.9,0.227,3.56,26.83,0.08,28.73,0.15,12.33,0.11,30.78
6,P01,1262,05/06/2018,06/06/2018,,14.4,7.16,202.0,9.75,0.105,0.046,0.025,14.0,4.9,0.453,3.24,24.78,0.12,21.38,,12.83,,24.3
6,P02,553,05/06/2018,06/06/2018,,14.8,7.04,222.0,9.73,0.139,0.072,0.035,19.3,6.1,0.64,3.33,25.31,0.12,25.58,0.17,10.18,0.12,25.47
6,P03,629,05/06/2018,06/06/2018,,15.3,7.07,209.0,9.62,0.117,0.055,0.029,16.1,5.8,0.594,3.68,27.63,0.12,24.18,0.2,9.1,,23.95
6,P04,599,05/06/2018,06/06/2018,,17.3,7.44,235.0,9.33,0.175,0.041,0.02,11.5,9.3,0.378,3.29,25.07,0.11,23.73,0.26,10.86,0.1,26.71
6,P05,431,05/06/2018,06/06/2018,,16.3,7.37,270.0,9.45,0.174,0.093,0.058,11.8,9.5,0.399,3.38,25.65,0.09,25.83,0.34,14.62,0.1,34.68
6,P06,7239,05/06/2018,06/06/2018,,15.6,7.27,223.0,9.62,0.162,0.077,0.03,17.2,6.9,0.605,3.52,26.57,0.12,25.56,0.23,10.14,,23.49
6,P07,361,05/06/2018,06/06/2018,,14.9,7.07,352.0,9.68,0.08,0.04,0.019,14.0,7.0,0.505,3.59,27.07,0.08,34.97,0.27,13.65,0.14,73.45
6,P08,1279,05/06/2018,06/06/2018,,16.4,7.06,366.0,9.44,0.243,0.081,0.046,13.8,9.1,0.4,2.9,22.56,0.1,32.0,0.36,13.47,,75.07
6,P09,12044,05/06/2018,06/06/2018,,15.7,7.02,227.0,9.45,0.236,0.076,0.034,19.1,6.9,0.657,3.44,26.07,0.16,24.91,0.26,12.03,,22.92
6,P10,5326,05/06/2018,06/06/2018,,16.5,7.0,273.0,8.85,0.28,0.119,0.068,21.1,8.6,0.663,3.14,24.1,0.19,26.82,0.42,12.17,,34.19
6,P11,155,05/06/2018,06/06/2018,,15.3,6.78,261.0,9.4,0.267,0.138,0.104,11.9,7.4,0.31,2.6,20.59,0.08,31.14,0.33,13.07,0.1,28.39
6,P12,178,05/06/2018,06/06/2018,,14.2,5.4,172.0,9.7,0.062,0.032,0.018,31.2,0.6,1.108,3.55,26.8,0.07,23.56,,4.59,,3.58
6,P13,138,05/06/2018,06/06/2018,,17.1,6.6,121.7,9.29,0.059,0.027,0.014,8.4,3.1,0.229,2.73,21.45,0.08,22.04,,4.8,0.13,3.25
6,P14,181,05/06/2018,06/06/2018,,15.7,4.95,118.0,9.27,0.031,0.022,0.012,6.4,0.7,0.162,2.55,20.26,0.09,27.41,,4.8,0.09,1.31
6,P15,80,05/06/2018,06/06/2018,,13.7,5.13,101.6,8.23,0.024,0.016,0.01,4.4,2.0,0.093,2.11,17.4,0.1,22.93,,5.2,0.11,0.97
6,P16,500,05/06/2018,06/06/2018,,18.8,6.64,134.0,9.89,0.054,0.025,0.012,6.6,3.0,0.203,3.08,23.71,0.11,25.56,,5.22,0.09,3.67
6,P17,547,05/06/2018,06/06/2018,,16.1,7.07,271.0,9.27,0.127,0.054,0.026,8.6,9.1,0.23,2.67,21.04,0.12,26.47,0.23,13.82,0.09,35.32
6,P18,1439,05/06/2018,06/06/2018,,19.6,7.1,141.0,8.75,0.076,0.034,0.013,7.4,4.3,0.211,2.86,22.25,0.1,21.95,0.1,8.86,0.09,2.37
6,P19,587,05/06/2018,06/06/2018,,16.0,7.4,243.0,9.57,0.114,0.064,0.032,10.3,10.3,0.331,3.22,24.65,0.12,24.17,0.25,13.25,0.1,22.23
6,P20,933,05/06/2018,06/06/2018,,16.2,7.35,235.0,9.19,0.203,0.127,0.083,13.2,11.7,0.452,3.42,25.95,0.16,25.66,0.48,11.07,,10.34
6,P21,459,05/06/2018,06/06/2018,,16.1,6.98,297.0,8.88,0.111,0.081,0.049,11.2,14.1,0.356,3.19,24.43,0.14,34.81,0.25,12.66,0.13,20.41
6,P22,1092,05/06/2018,06/06/2018,,16.9,7.24,276.0,9.18,0.147,0.059,0.028,11.5,11.8,0.33,2.86,22.29,0.13,29.93,0.29,17.17,0.13,17.0
6,P23,458,05/06/2018,06/06/2018,,17.1,7.23,243.0,9.2,0.133,0.064,0.03,11.9,11.5,0.385,3.24,24.75,0.13,27.49,0.28,11.93,0.11,11.11
6,P24,145,05/06/2018,06/06/2018,,16.0,6.95,280.0,8.82,0.097,0.071,0.039,13.8,15.7,0.403,2.92,22.67,0.14,33.0,0.34,13.65,0.17,6.35
6,P25,414,05/06/2018,06/06/2018,,15.4,7.43,298.0,9.67,0.119,0.06,0.034,9.6,9.9,0.306,3.19,24.43,0.13,31.05,0.32,11.35,0.1,41.15
6,P26,113,05/06/2018,06/06/2018,,16.8,7.13,271.0,9.2,0.256,0.082,0.036,17.6,14.1,0.387,2.2,18.0,0.15,26.63,0.6,13.06,,14.89
6,P27,1390,05/06/2018,06/06/2018,,15.8,7.2,302.0,9.93,0.258,0.153,0.108,13.9,8.1,0.42,3.03,23.39,0.13,29.9,0.45,11.19,,50.77
6,P28,2363,05/06/2018,06/06/2018,,16.6,7.06,194.0,9.01,0.219,0.101,0.058,18.3,6.0,0.642,3.51,26.52,0.14,23.94,0.22,9.66,,12.24
6,P29,156,05/06/2018,06/06/2018,,15.1,6.97,157.0,9.73,0.098,0.019,0.027,16.1,2.7,0.622,3.87,28.85,0.11,21.44,,10.47,,12.13
6,P1sup,3484,05/06/2018,06/06/2018,,15.0,7.17,227.0,9.85,0.15,0.068,0.032,15.2,5.5,0.509,3.34,25.38,0.12,24.5,0.18,13.14,,27.66
6,P2sup,8951,05/06/2018,06/06/2018,,16.7,7.13,258.0,9.2,0.329,0.11,0.064,19.0,7.6,0.596,3.14,24.08,0.17,25.56,0.33,12.15,,31.0
6,P3sup,25540,05/06/2018,06/06/2018,,16.2,7.14,241.0,9.55,0.32,0.101,0.053,19.7,6.7,0.652,3.31,25.23,0.16,24.94,0.28,12.2,,29.21
6,YV2,30025,05/06/2018,06/06/2018,,16.6,7.24,220.0,9.38,0.42,0.124,0.058,19.1,6.4,0.636,3.33,25.35,0.15,22.43,0.26,10.78,,24.69
7,P01,1262,21/06/2018,22/06/2018,,15.2,7.03,187.0,9.72,0.038,0.02,0.016,5.5,5.9,0.172,3.11,23.94,0.06,21.8,0.14,14.67,0.13,12.66
7,P02,553,21/06/2018,22/06/2018,,15.4,7.11,222.0,9.78,0.057,0.035,0.023,6.7,6.5,0.251,3.74,28.0,0.06,26.14,0.19,8.68,0.13,30.25
7,P03,629,21/06/2018,22/06/2018,,14.7,7.21,238.0,9.92,0.047,0.034,0.023,7.7,5.5,0.291,3.79,28.31,0.08,27.56,0.11,7.61,0.12,40.46
7,P04,599,21/06/2018,22/06/2018,,15.9,7.52,249.0,9.83,0.11,0.028,0.016,8.8,9.1,0.299,3.38,25.66,0.12,26.62,0.19,9.45,0.11,29.73
7,P05,431,21/06/2018,22/06/2018,,16.6,7.41,295.0,9.01,0.131,0.052,0.034,6.2,10.3,0.193,3.12,23.97,0.12,28.01,0.25,14.01,0.12,42.75
7,P06,7239,21/06/2018,22/06/2018,,15.7,7.46,266.0,9.83,0.073,0.038,0.024,5.5,7.9,0.211,3.83,28.63,0.06,30.72,0.18,13.89,0.13,31.73
7,P07,361,21/06/2018,22/06/2018,,14.8,7.29,290.0,9.8,0.037,0.025,0.014,4.1,5.8,0.146,3.6,27.13,0.05,31.75,0.14,6.79,0.13,61.96
7,P08,1279,21/06/2018,22/06/2018,,16.2,7.35,296.0,9.65,0.089,0.036,0.026,5.3,10.5,0.163,3.08,23.73,0.1,30.22,0.25,13.08,0.12,40.4
7,P09,12044,21/06/2018,22/06/2018,,16.2,7.42,265.0,9.81,0.063,0.033,0.021,6.7,7.8,0.237,3.52,26.56,0.08,30.28,0.15,11.82,0.12,35.81
7,P10,5326,21/06/2018,22/06/2018,,17.3,7.2,250.0,9.06,0.103,0.052,0.035,11.7,9.2,0.369,3.17,24.28,0.11,27.31,0.25,13.44,0.11,23.18
7,P11,155,21/06/2018,22/06/2018,,15.4,6.53,236.0,9.4,0.089,0.038,0.03,3.9,4.8,0.095,2.45,19.64,0.1,28.19,0.12,11.45,0.09,38.18
7,P12,178,21/06/2018,22/06/2018,,15.5,5.98,129.0,9.51,0.039,0.02,0.014,14.4,1.0,0.561,3.91,29.12,,25.37,,5.24,0.1,6.92
7,P13,138,21/06/2018,22/06/2018,,15.7,6.32,159.0,9.1,0.033,0.021,0.016,6.5,4.3,0.191,2.95,22.88,0.06,21.82,0.09,7.27,0.11,16.64
7,P14,181,21/06/2018,22/06/2018,,16.8,4.92,106.0,9.14,0.018,0.011,0.011,6.3,1.0,0.146,2.32,18.73,0.06,23.93,,5.46,0.09,0.9
7,P15,80,21/06/2018,22/06/2018,,14.5,5.06,104.0,8.0,0.014,0.009,0.011,4.4,1.4,0.088,1.97,16.48,0.08,22.93,,6.33,0.09,0.85
7,P16,500,21/06/2018,22/06/2018,,17.9,6.33,129.0,9.08,0.025,0.014,0.012,8.0,1.7,0.225,2.82,22.01,0.07,21.6,,6.53,0.08,10.31
7,P17,547,21/06/2018,22/06/2018,,16.2,7.03,233.0,9.74,0.094,0.026,0.02,3.9,5.8,0.118,3.06,23.59,0.09,24.7,0.13,11.32,0.09,35.87
7,P18,1439,21/06/2018,22/06/2018,,18.5,6.89,140.0,9.0,0.042,0.029,0.016,8.5,2.6,0.274,3.21,24.58,0.1,19.52,,11.85,0.08,8.77
7,P19,587,21/06/2018,22/06/2018,,16.4,7.38,246.0,9.7,0.063,0.034,0.019,5.7,7.0,0.166,2.9,22.53,0.11,24.25,0.15,11.85,0.1,38.27
7,P20,933,21/06/2018,22/06/2018,,16.3,7.35,233.0,9.55,0.127,0.083,0.062,9.1,10.0,0.298,3.29,25.06,0.11,23.72,0.22,11.81,0.11,18.42
7,P21,459,21/06/2018,22/06/2018,,16.5,7.22,293.0,9.17,0.072,0.049,0.036,7.2,11.2,0.21,2.94,22.81,0.1,33.09,0.21,14.13,0.15,30.48
7,P22,1092,21/06/2018,22/06/2018,,17.6,7.13,301.0,9.39,0.085,0.044,0.027,7.7,10.2,0.242,3.13,24.04,0.11,30.74,0.27,22.0,0.14,31.45
7,P23,458,21/06/2018,22/06/2018,,17.3,7.33,252.0,9.55,0.051,0.037,0.021,5.9,9.9,0.192,3.27,24.93,0.12,27.62,0.23,13.78,0.13,22.37
7,P24,145,21/06/2018,22/06/2018,,17.0,7.0,311.0,9.02,0.044,0.033,0.023,5.7,9.4,0.174,3.07,23.62,0.09,36.79,0.14,17.74,0.14,34.84
7,P25,414,21/06/2018,22/06/2018,,15.9,7.32,284.0,9.8,0.058,0.039,0.025,4.2,8.4,0.13,3.11,23.92,0.12,30.59,0.15,10.24,0.12,45.11
7,P26,113,21/06/2018,22/06/2018,,16.7,6.91,294.0,9.1,0.064,0.043,0.026,7.2,10.3,0.194,2.69,21.18,0.08,22.39,0.29,16.7,0.13,50.65
7,P27,1390,21/06/2018,22/06/2018,,15.5,7.22,281.0,9.74,0.16,0.109,0.09,4.8,8.1,0.152,3.16,24.2,0.1,30.74,0.15,10.92,0.12,43.26
7,P28,2363,21/06/2018,22/06/2018,,17.2,7.14,189.0,9.15,0.11,0.063,0.042,13.0,5.4,0.429,3.3,25.13,0.07,22.86,0.17,10.45,0.1,16.75
7,P29,156,21/06/2018,22/06/2018,,15.4,7.19,172.0,9.84,0.046,0.026,0.018,9.3,3.9,0.342,3.7,27.73,0.06,17.97,,11.72,0.1,22.8
7,P1sup,3484,21/06/2018,22/06/2018,,15.5,7.36,267.0,9.85,0.063,0.037,0.025,5.6,7.3,0.186,3.33,25.35,0.08,31.61,0.18,15.53,0.13,29.85
7,P2sup,8951,21/06/2018,22/06/2018,,17.2,7.3,266.0,9.25,0.102,0.059,0.038,9.7,9.9,0.313,3.23,24.7,0.11,28.04,0.2,15.54,0.11,25.3
7,P3sup,25540,21/06/2018,22/06/2018,,17.0,7.36,268.0,9.37,0.093,0.048,0.033,7.7,9.1,0.264,3.43,26.01,0.1,28.93,0.17,13.69,0.12,31.0
7,YV2,30025,21/06/2018,22/06/2018,,17.7,7.43,262.0,9.43,0.097,0.047,0.032,7.9,8.9,0.263,3.32,25.29,0.1,28.43,0.15,13.87,0.11,29.35
8,P01,1262,24/07/2018,25/07/2018,LF,17.4,6.85,232.0,8.63,0.038,0.022,0.013,3.5,6.6,0.093,2.67,21.03,0.08,25.8,0.31,25.0,0.13,11.6
8,P02,553,24/07/2018,25/07/2018,VLF,18.6,6.74,246.0,7.43,0.064,0.029,0.02,3.4,9.0,0.127,3.72,27.86,0.07,26.0,0.45,11.3,0.11,31.9
8,P03,629,24/07/2018,25/07/2018,LF,17.5,7.04,286.0,8.78,0.039,0.026,0.02,2.4,3.1,0.091,3.75,28.1,0.06,37.9,0.16,3.9,0.11,62.2
8,P04,599,24/07/2018,25/07/2018,F,18.2,7.73,275.0,9.01,0.176,0.058,0.04,7.4,10.3,0.239,3.23,24.66,0.1,29.6,0.41,7.8,0.1,33.7
8,P05,431,24/07/2018,25/07/2018,LF,19.4,7.52,305.0,8.42,0.155,0.064,0.045,4.5,10.0,0.139,3.09,23.76,0.07,31.0,0.42,14.4,0.11,40.8
8,P06,7239,24/07/2018,25/07/2018,LF,18.3,7.44,289.0,8.63,0.07,0.035,0.022,5.2,9.9,0.179,3.43,26.01,0.08,32.6,0.4,11.2,0.1,35.5
8,P07,361,24/07/2018,25/07/2018,F,17.9,7.41,280.0,8.99,0.043,0.024,0.017,3.4,5.6,0.101,3.01,23.27,0.06,30.8,0.29,6.1,0.12,58.5
8,P08,1279,24/07/2018,25/07/2018,LF,19.3,7.52,299.0,8.7,0.098,0.046,0.035,4.3,11.0,0.135,3.15,24.17,0.1,32.8,0.44,13.3,0.12,32.9
8,P09,12044,24/07/2018,25/07/2018,F,19.4,7.45,309.0,9.04,0.053,0.03,0.018,5.3,8.8,0.144,2.71,21.27,0.06,37.4,0.39,13.5,0.11,37.3
8,P10,5326,24/07/2018,25/07/2018,LF,20.8,7.26,302.0,7.19,0.112,0.061,0.044,7.7,17.6,0.275,3.56,26.84,0.12,32.6,0.59,13.5,0.11,9.7
8,P11,155,24/07/2018,25/07/2018,VLF,21.3,7.23,224.0,8.45,0.593,0.088,0.073,4.4,7.0,0.118,2.72,21.36,0.1,29.0,0.44,8.1,0.1,19.6
8,P12,178,24/07/2018,25/07/2018,VLF,22.3,6.51,174.5,6.54,0.036,0.031,0.019,10.5,5.6,0.421,4.03,29.88,0.08,24.7,0.17,7.4,0.14,10.3
8,P13,138,24/07/2018,25/07/2018,VLF,18.2,6.27,232.0,6.64,0.048,0.037,0.032,1.7,9.2,0.043,2.47,19.72,0.07,21.1,0.36,11.9,0.09,37.7
8,P14,181,24/07/2018,25/07/2018,NFR,,,,,,,,,,,,,,,,,,
8,P15,80,24/07/2018,25/07/2018,VLF,20.1,5.99,97.0,8.58,0.027,0.022,0.016,5.5,0.9,0.196,3.58,26.99,0.08,23.3,,2.2,0.14,0.6
8,P16,500,24/07/2018,25/07/2018,LF,21.6,6.87,163.2,7.52,0.042,0.025,0.017,6.8,6.2,0.188,2.77,21.68,0.14,23.9,0.33,5.9,0.1,5.3
8,P17,547,24/07/2018,25/07/2018,LF,23.9,7.21,244.0,8.81,0.087,0.05,0.036,4.3,7.4,0.147,3.4,25.78,0.1,26.8,0.4,10.8,0.09,30.8
8,P18,1439,24/07/2018,25/07/2018,LF,22.2,7.14,165.3,8.11,0.049,0.033,0.022,6.5,6.6,0.199,3.07,23.64,0.12,22.1,0.33,9.8,0.09,4.8
8,P19,587,24/07/2018,25/07/2018,F,20.9,7.47,254.0,8.55,0.106,0.084,0.063,7.2,9.3,0.201,2.78,21.77,0.12,25.4,0.4,12.1,0.1,31.0
8,P20,933,24/07/2018,25/07/2018,NF,,,,,,,,,,,,,,,,,,
8,P21,459,24/07/2018,25/07/2018,,,,,,,,,,,,,,,,,,,
8,P22,1092,24/07/2018,25/07/2018,LF,22.6,6.99,336.0,7.88,0.084,0.037,0.023,3.8,9.4,0.115,3.02,23.3,0.1,36.2,0.49,20.6,0.13,45.5
8,P23,458,24/07/2018,25/07/2018,NFR,,,,,,,,,,,,,,,,,,
8,P24,145,24/07/2018,25/07/2018,NF,,,,,,,,,,,,,,,,,,
8,P25,414,24/07/2018,25/07/2018,LF,20.2,7.46,280.0,8.82,0.082,0.055,0.04,4.2,7.7,0.129,3.07,23.62,0.12,32.1,0.35,9.7,0.1,43.6
8,P26,113,24/07/2018,25/07/2018,NFR,,,,,,,,,,,,,,,,,,
8,P27,1390,24/07/2018,25/07/2018,F,18.8,7.3,296.0,8.88,0.189,0.144,0.126,5.5,9.1,0.124,2.24,18.22,0.1,34.6,0.39,12.5,0.11,37.3
8,P28,2363,24/07/2018,25/07/2018,LF,20.7,7.31,207.0,8.21,0.283,0.176,0.147,9.4,7.2,0.333,3.54,26.72,0.08,28.7,0.36,7.0,0.11,12.0
8,P29,156,24/07/2018,25/07/2018,NFR,,,,,,,,,,,,,,,,,,
8,P1sup,3484,24/07/2018,25/07/2018,F,18.7,7.39,326.0,8.62,0.063,0.039,0.027,5.1,8.7,0.121,2.39,19.23,0.05,41.4,0.33,18.3,0.12,35.7
8,P2sup,8951,24/07/2018,25/07/2018,LF,20.6,7.39,335.0,7.8,0.109,0.085,0.048,10.3,18.7,0.23,2.23,18.15,0.11,35.8,0.51,20.2,0.11,8.7
8,P3sup,25540,24/07/2018,25/07/2018,F,20.1,7.47,308.0,8.21,0.089,0.052,0.034,6.2,12.8,0.179,2.87,22.37,0.09,35.8,0.41,14.5,0.1,26.5
8,YV2,30025,24/07/2018,25/07/2018,F,21.8,7.45,298.0,8.06,0.087,0.056,0.042,6.4,12.4,0.185,2.9,22.55,0.08,34.5,0.44,14.5,0.11,21.7
9,P01,1262,04/09/2018,06/09/2018,VLF,,,,,0.041,0.024,0.016,3.0,6.917,0.0725,2.4,19.27,0.076,27.4,0.364,28.8,0.129,12.6
9,P02,553,04/09/2018,06/09/2018,VLF,,,,,0.039,0.023,0.012,2.5,8.055,0.0682,2.71,21.31,0.073,25.4,0.434,8.4,0.12,32.9
9,P03,629,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P04,599,04/09/2018,06/09/2018,LF,,,,,0.115,0.049,0.033,6.6,12.4,0.2032,3.08,23.68,0.089,30.3,0.371,5.9,0.09,33.3
9,P05,431,04/09/2018,06/09/2018,VLF,,,,,0.091,0.045,0.034,5.0,10.14,0.1143,2.27,18.45,0.064,30.8,0.386,14.2,0.114,41.8
9,P06,7239,04/09/2018,06/09/2018,VLF,,,,,0.151,0.05,0.03,6.6,12.8,0.1787,2.72,21.35,0.07,35.3,0.43,12.1,0.104,25.0
9,P07,361,04/09/2018,06/09/2018,LF,,,,,0.029,0.015,0.015,2.8,5.732,0.0773,2.78,21.79,0.048,29.4,0.274,5.8,0.119,56.3
9,P08,1279,04/09/2018,06/09/2018,VLF,,,,,0.102,0.039,0.032,5.6,16.64,0.1495,2.67,21.05,0.108,32.3,0.504,13.3,0.128,16.8
9,P09,12044,04/09/2018,06/09/2018,VLF,,,,,0.053,0.028,0.018,6.3,13.64,0.1704,2.72,21.37,0.113,36.9,0.446,13.2,0.108,18.7
9,P10,5326,04/09/2018,06/09/2018,VLF,,,,,0.103,0.053,0.041,6.5,20.77,0.2473,3.79,28.33,0.104,30.7,0.621,12.4,0.115,4.0
9,P11,155,04/09/2018,06/09/2018,VLF,,,,,0.336,0.113,0.098,4.6,8.545,0.1174,2.53,20.13,0.105,28.4,0.44,6.9,0.086,13.6
9,P12,178,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P13,138,04/09/2018,06/09/2018,VVLF,,,,,0.056,0.041,0.041,1.4,8.9,0.0108,0.76,8.59,0.092,21.8,0.359,12.7,0.092,41.3
9,P14,181,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P15,80,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P16,500,04/09/2018,06/09/2018,VLF,,,,,0.065,0.029,0.028,6.4,11.42,0.1485,2.33,18.81,0.195,26.0,0.493,7.8,0.115,3.7
9,P17,547,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P18,1439,04/09/2018,06/09/2018,VLF,,,,,0.032,0.02,0.023,5.6,8.152,0.1369,2.44,19.52,0.14,22.2,0.37,11.3,0.096,7.9
9,P19,587,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P20,933,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P21,459,04/09/2018,06/09/2018,,,,,,,,,,,,,,,,,,,
9,P22,1092,04/09/2018,06/09/2018,VLF,,,,,0.058,0.026,0.022,9.5,14.42,0.1249,1.31,12.2,0.129,37.5,0.315,17.6,0.141,29.4
9,P23,458,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P24,145,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P25,414,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P26,113,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,,,,,,
9,P27,1390,04/09/2018,06/09/2018,VLF,,,,,0.149,0.107,0.102,5.4,11.44,0.1259,2.33,18.81,,,,,,
9,P28,2363,04/09/2018,06/09/2018,VLF,,,,,0.24,0.166,0.16,6.7,4.434,0.2305,3.44,26.08,0.151,36.7,0.391,12.9,0.111,28.7
9,P29,156,04/09/2018,06/09/2018,NF,,,,,,,,,,,,,0.061,24.0,0.223,4.6,0.096,5.7
9,P1sup,3484,04/09/2018,06/09/2018,VLF,,,,,0.056,0.035,0.042,2.9,10.19,0.0771,2.67,21.01,,,,,,
9,P2sup,8951,04/09/2018,06/09/2018,LF,,,,,0.107,0.054,0.055,6.5,23.14,0.2564,3.96,29.45,0.067,38.4,0.383,13.8,0.12,32.4
9,P3sup,25540,04/09/2018,06/09/2018,LF,,,,,0.077,0.044,0.046,7.5,19.0,0.2101,2.8,21.89,0.166,31.5,0.642,13.9,0.178,1.6
9,YV2,30025,04/09/2018,06/09/2018,LF,,,,,0.076,0.048,0.051,8.3,17.5,0.2338,2.81,21.93,0.161,35.7,0.525,12.3,0.12,6.3
10,P01,1262,18/09/2018,19/09/2018,VLF,15.7,6.74,246.0,8.35,0.053,0.02,0.018,3.3,7.9,0.059,1.8,15.35,0.06,28.05,0.34,32.21,0.13,6.8
10,P02,553,18/09/2018,19/09/2018,VLF,14.3,6.4,231.0,7.3,0.049,0.019,0.014,3.2,11.9,0.098,3.09,23.79,0.1,25.15,0.51,8.14,0.13,26.68
10,P03,629,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P04,599,18/09/2018,19/09/2018,LF,15.3,7.48,285.0,9.48,0.122,0.047,0.034,7.5,12.7,0.196,2.61,20.63,0.11,30.59,0.45,5.41,0.09,32.63
10,P05,431,18/09/2018,19/09/2018,VLF,16.3,7.5,303.0,9.3,0.081,0.046,0.027,5.3,11.3,0.126,2.38,19.14,0.08,31.49,0.43,14.68,0.11,34.09
10,P06,7239,18/09/2018,19/09/2018,VLF,15.7,7.3,305.0,8.3,0.087,0.038,0.018,8.3,14.6,0.217,2.61,20.64,0.09,34.58,0.53,12.06,0.11,19.55
10,P07,361,18/09/2018,19/09/2018,LF,15.7,7.24,265.0,9.55,0.033,0.015,0.013,3.7,5.3,0.098,2.69,21.15,0.07,28.86,0.25,5.93,0.11,56.36
10,P08,1279,18/09/2018,19/09/2018,VLF,16.6,7.44,326.0,8.64,0.115,0.037,0.027,5.4,19.8,0.173,3.19,24.42,0.19,32.15,0.64,15.28,0.13,12.39
10,P09,12044,18/09/2018,19/09/2018,NFR,15.5,7.22,390.0,8.07,,,,,,,,,,,,,,
10,P10,5326,18/09/2018,19/09/2018,VLF,16.5,7.16,321.0,7.11,0.088,0.054,0.038,6.1,23.5,0.225,3.67,27.53,0.13,29.8,0.69,12.95,0.12,3.05
10,P11,155,18/09/2018,19/09/2018,VLF,18.1,7.32,223.0,8.79,0.527,0.162,0.121,6.8,10.3,0.181,2.67,21.07,0.13,28.73,0.75,7.0,0.09,9.55
10,P12,178,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P13,138,18/09/2018,19/09/2018,VVLF,15.4,6.13,243.0,7.83,0.056,0.043,0.041,1.7,10.9,0.01,0.61,7.6,0.09,22.2,0.33,12.72,0.09,39.52
10,P14,181,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P15,80,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P16,500,18/09/2018,19/09/2018,VLF,17.4,7.07,231.0,7.7,0.062,0.033,0.023,6.9,13.9,0.186,2.72,21.34,0.22,26.5,0.56,7.73,0.11,2.6
10,P17,547,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P18,1439,18/09/2018,19/09/2018,VLF,16.4,7.16,173.3,8.92,0.035,0.021,0.016,7.1,7.5,0.165,2.32,18.78,0.11,23.22,0.33,10.33,0.11,2.87
10,P19,587,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P20,933,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P21,459,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P22,1092,18/09/2018,19/09/2018,VVLF,17.6,7.19,313.0,8.8,0.072,0.026,0.02,5.6,16.0,0.123,2.21,18.06,0.13,32.03,0.59,15.69,0.13,20.86
10,P23,458,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P24,145,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P25,414,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P26,113,18/09/2018,19/09/2018,NF,,,,,,,,,,,,,,,,,,
10,P27,1390,18/09/2018,19/09/2018,VLF,16.4,7.44,317.0,9.18,0.146,0.102,0.084,6.7,12.8,0.138,2.07,17.11,0.16,38.87,0.42,12.96,0.11,24.21
